scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 04:00,0.40578535
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 05:00,0.45473352
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 06:00,0.5537086
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 07:00,0.8650462
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 08:00,1.2060629
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 09:00,1.2856911
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 10:00,1.2869796
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 11:00,1.2864475
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 12:00,1.2876481
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 13:00,1.286945
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 14:00,1.2858545
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 15:00,0.9988799
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 16:00,0.6484587
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 17:00,0.5343972
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 18:00,0.5101389
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 19:00,0.3571786
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 20:00,0.3911049
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 21:00,0.32873914
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 22:00,0.38367298
abroad-alone,SES-ETH,Electricity-consumption|Grid-losses,GW,typical-day-summer,2050 23:00,0.32682693
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 00:00,0.06692232
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 01:00,0.050555374
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 02:00,0.07270323
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 03:00,0.13236812
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 04:00,0.23660862
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 05:00,0.49096155
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 06:00,0.65480846
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 07:00,0.978539
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 08:00,1.1508887
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 09:00,1.4825523
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 10:00,1.0140221
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 11:00,1.4040798
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 12:00,1.1635607
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 13:00,1.3961304
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 14:00,1.5229455
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 15:00,1.2597194
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 16:00,0.9866739
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 17:00,0.9894366
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 18:00,0.7891641
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 19:00,0.5870132
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 20:00,0.43028042
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 21:00,0.30019426
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 22:00,0.1952892
abroad-alone,SES-ETH,Electricity-consumption|Heat pumps,GW,typical-day-summer,2050 23:00,0.12052656
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 00:00,0.24848697
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 01:00,0.24848697
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 02:00,0.24848697
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 03:00,0.24848697
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 04:00,0.24848697
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 05:00,0.24848697
abroad-alone,SES-ETH,Electricity-consumption|New processes,GW,typical-day-summer,2050 06:00,0.24848697
