scenario,model,variable,unit,timeResolution,timestep,value
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 16:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 17:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 18:00,0.0
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 19:00,0.028483262
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 20:00,0.135554406
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 21:00,0.253776788
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 22:00,0.229348499
abroad-alone,Empa,Electricity-supply|Battery-out,GW,typical-day-summer,2050 23:00,0.16558972
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 00:00,0.045996679
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 01:00,0.045996679
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 02:00,0.045996679
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 03:00,0.045996679
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 04:00,0.047620894
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 05:00,0.054900121
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 06:00,0.062771024
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 07:00,0.051538573
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 08:00,0.022642192
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 09:00,0.004130514
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 10:00,0.0
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 11:00,0.0
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 12:00,4.43e-07
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 13:00,5.37e-05
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 14:00,0.000286606
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 15:00,0.00066724
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 16:00,0.001165472
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 17:00,0.002418375
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 18:00,0.004399574
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 19:00,0.007495789
abroad-alone,Empa,Electricity-supply|DSM-out,GW,typical-day-summer,2050 20:00,0.016546654
